text,label
of invention,1
of updating White 's dry wit to a new age,1
"figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .",1
that the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen,0
"exists , and does so with an artistry that also smacks of revelation .",1
a movie with no reason for being,0
"White has n't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else .",0
"manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity",1
superficially written,0
an entertaining movie,1
is the opposite of a truly magical movie,0
"is Garcia , who perfectly portrays the desperation of a very insecure man .",1
The story really has no place to go since Simone is not real --,0
the endlessly repetitive scenes,0
give all three stories life,1
is deeply concerned with morality,1
is particularly impressive,1
is corny in a way that bespeaks an expiration date passed a long time ago .,0
"manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",1
lack the nerve,0
obvious determination to shock at any cost,0
very valuable film,1
is well worthwhile .,1
"In addition to gluing you to the edge of your seat , Changing Lanes is also a film of freshness , imagination and insight .",1
you 'd grab your kids and run and then probably call the police .,0
forgets,0
is as padded as Allen 's jelly belly,0
for the most creative mayhem in a brief amount of time,1
lax and,0
most adults will be way ahead of the plot .,0
is interesting to see where one 's imagination will lead when given the opportunity,1
if you want to see a flick about telemarketers,0
work that lacks both a purpose and a strong pulse,0
had more fun watching Spy than I had with most of the big summer movies .,1
it can be a bit repetitive,0
the Audience Award,1
"Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies",1
dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace,1
Less a study in madness or love than a study in schoolgirl obsession .,0
Black-and-white,0
go with this claustrophobic concept,0
profound,1
Herzog simply runs out of ideas and,0
to marry science fiction with film noir and action flicks with philosophical inquiry,1
has really found his groove these days .,1
"'s a frightful vanity film that , no doubt , pays off what debt Miramax felt they owed to Benigni",0
Those who trek to the ` plex predisposed to like it probably will enjoy themselves .,1
"Sometimes charming , sometimes infuriating",1
is one only a true believer could relish .,0
indignant,0
the movie grows boring despite the scenery .,0
"reluctant , irresponsible man",0
urinates on the plants at his own birthday party,1
impressively,1
Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre,0
"engaging , surprisingly touching British comedy",1
the kind of energy it 's documenting,1
"The year 2002 has conjured up more coming-of-age stories than seem possible , but Take Care of My Cat emerges as the very best of them .",1
ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail,0
"as rude and profane as ever , always hilarious and , most of the time , absolutely",1
warm up to,1
"the uninspired scripts , acting and direction never rise above the level of an after-school TV special",0
its dying,0
"Memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual .",0
"has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare",1
the movie will live up to the apparent skills of its makers and the talents of its actors,1
to have a knack for wrapping the theater in a cold blanket of urban desperation,0
Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,0
The story is predictable,0
about the plight of American Indians in modern America,1
's a masterpiece,1
that ` they do n't make movies like they used to anymore,0
It 's an 88-minute highlight reel that 's 86 minutes too long .,0
The colorful Masseur wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social ladder .,0
hit on a 15-year old,0
strength and sense,1
unafraid to throw elbows when necessary,1
"such a lousy way , complete with some of the year 's -LRB- unintentionally -RRB- funniest moments , that it 's impossible to care",0
of crucifixion,0
An unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a VH1 Behind the Music episode,0
to hide the fact that Seagal 's overweight and out of shape,0
how funny they could have been in a more ambitious movie,0
"a tone that 's alternately melancholic , hopeful and strangely funny",1
"Not really a thriller so much as a movie for teens to laugh , groan and hiss at .",0
have given it a one-star rating,0
succumbs to joyless special-effects excess,0
One of the best looking and stylish animated movies in quite a while,1
the value and respect,1
"Godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .",1
in an independent film of satiric fire and emotional turmoil,1
this somewhat tired premise,0
"A different and emotionally reserved type of survival story -- a film less about refracting all of World War II through the specific conditions of one man , and more about that man",1
a blast,1
", transforms that reality into a lyrical and celebratory vision",1
making moving pictures today,1
among the best films of the year .,1
that presents a fascinating glimpse of urban life and the class warfare that embroils two young men,1
"improved upon the first and taken it a step further , richer and deeper",1
milquetoast,0
uni-dimensional,0
The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly,0
here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair,0
ideas that are too complex to be rapidly absorbed,0
make J.K. Rowling 's marvelous series into a deadly bore,0
ca n't help but get caught up in the thrill of the company 's astonishing growth,1
genuine and,1
precious little of either,0
the heart-pounding suspense of a stylish psychological thriller,1
so muddled and derivative that few will bother thinking it all through,0
Apart from its own considerable achievement,1
earnest study,1
to the truly good stuff,1
decay,0
"And , thanks to the presence of ` the King , ' it also rocks .",1
with really solid performances by Ving Rhames and Wesley Snipes .,1
